contig	final_kluster	seasonal_pattern	klusters_tree_HC	klusters_tree_TsClust	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	vc2_clus_1	vc2_clus_2	vc2_clus_3	vc2_clus_4	vc2_clus_5	vc2_clus_6	RaFah_host_prediction	CDS
2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__37231bp__000157||full	79s	seasonal	26	79	37230	No	NA	54	12	0	High-quality	High-quality	96.88	AAI-based (high-confidence)	0	1	1478	1476	NA	NA	NA	NA	Nocardiopsis	2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__37231bp__000157||full_CDS_0048
2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__49534bp__000073||full	24s	seasonal	25	24	49533	No	NA	72	24	0	High-quality	High-quality	94.02	AAI-based (high-confidence)	0	1	449	NA	NA	NA	NA	NA	Pseudomonas	2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__49534bp__000073||full_CDS_0040
2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__54879bp__000054||full	75s	seasonal	71	75	54876	No	NA	77	23	0	High-quality	High-quality	94.21	AAI-based (high-confidence)	0	1	36	38	NA	NA	NA	NA	Methylocaldum	2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__54879bp__000054||full_CDS_0068
2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__56672bp__000045||full	64s	seasonal	64	64	56545	No	NA	88	29	0	High-quality	High-quality	93	AAI-based (high-confidence)	0	1	653	648	NA	NA	NA	NA	Vibrio	2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__56672bp__000045||full_CDS_0060
2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__59380bp__000031||full	16s	seasonal	19	16	59277	No	NA	84	29	0	High-quality	High-quality	97.4	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Vibrio	2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__59380bp__000031||full_CDS_0016
2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__59380bp__000031||full	16s	seasonal	19	16	59277	No	NA	84	29	0	High-quality	High-quality	97.4	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Vibrio	2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__59380bp__000031||full_CDS_0018
2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__59380bp__000031||full	16s	seasonal	19	16	59277	No	NA	84	29	0	High-quality	High-quality	97.4	AAI-based (high-confidence)	0	1	28	NA	NA	NA	NA	NA	Vibrio	2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__59380bp__000031||full_CDS_0019
2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__63747bp__000022||full	16s	seasonal	19	16	63743	No	NA	92	32	1	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1.01	1021	NA	NA	NA	NA	NA	Vibrio	2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__63747bp__000022||full_CDS_0006
2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__90032bp__000010||full	56s	seasonal	37	56	90015	No	NA	100	47	1	Medium-quality	Genome-fragment	50.03	AAI-based (medium-confidence)	0	1	15	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__90032bp__000010||full_CDS_0089
2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__90032bp__000010||full	56s	seasonal	37	56	90015	No	NA	100	47	1	Medium-quality	Genome-fragment	50.03	AAI-based (medium-confidence)	0	1	15	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__90032bp__000010||full_CDS_0073
2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__90032bp__000010||full	56s	seasonal	37	56	90015	No	NA	100	47	1	Medium-quality	Genome-fragment	50.03	AAI-based (medium-confidence)	0	1	15	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__90032bp__000010||full_CDS_0047
2021-May-viral-fraction__viral-spades-short__as-yet-unknown__30547bp__000202||full	16s	seasonal	19	16	30483	No	NA	56	17	0	Medium-quality	Genome-fragment	50.52	AAI-based (high-confidence)	0	1	653	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2021-May-viral-fraction__viral-spades-short__as-yet-unknown__30547bp__000202||full_CDS_0033
2021-May-viral-fraction__viral-spades-short__as-yet-unknown__30547bp__000202||full	16s	seasonal	19	16	30483	No	NA	56	17	0	Medium-quality	Genome-fragment	50.52	AAI-based (high-confidence)	0	1	653	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2021-May-viral-fraction__viral-spades-short__as-yet-unknown__30547bp__000202||full_CDS_0046
2021-May-viral-fraction__viral-spades-short__as-yet-unknown__30547bp__000202||full	16s	seasonal	19	16	30483	No	NA	56	17	0	Medium-quality	Genome-fragment	50.52	AAI-based (high-confidence)	0	1	653	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2021-May-viral-fraction__viral-spades-short__as-yet-unknown__30547bp__000202||full_CDS_0018
2021-May-viral-fraction__viral-spades-short__as-yet-unknown__31284bp__000186||full	85s	seasonal	66	85	31245	No	NA	42	15	0	Medium-quality	Genome-fragment	50.47	AAI-based (high-confidence)	0	1	31	647	NA	NA	NA	NA	Candidatus Pelagibacter	2021-May-viral-fraction__viral-spades-short__as-yet-unknown__31284bp__000186||full_CDS_0040
2021-May-viral-fraction__viral-spades-short__as-yet-unknown__31284bp__000186||full	85s	seasonal	66	85	31245	No	NA	42	15	0	Medium-quality	Genome-fragment	50.47	AAI-based (high-confidence)	0	1	31	647	NA	NA	NA	NA	Candidatus Pelagibacter	2021-May-viral-fraction__viral-spades-short__as-yet-unknown__31284bp__000186||full_CDS_0041
2021-May-viral-fraction__viral-spades-short__as-yet-unknown__32943bp__000158||full	61s	seasonal	61	61	32941	No	NA	53	19	0	High-quality	High-quality	93.72	AAI-based (high-confidence)	0	1	966	NA	NA	NA	NA	NA	Candidatus Pelagibacter	2021-May-viral-fraction__viral-spades-short__as-yet-unknown__32943bp__000158||full_CDS_0045
2021-May-viral-fraction__viral-spades-short__as-yet-unknown__38261bp__000102||full	97s	seasonal	92	97	37907	No	NA	41	10	1	Medium-quality	Genome-fragment	62.73	AAI-based (high-confidence)	0	1	408	45	NA	NA	NA	NA	ND	2021-May-viral-fraction__viral-spades-short__as-yet-unknown__38261bp__000102||full_CDS_0035
OMZ_1062_10_0.01_0000001_vscat_2__len_109145	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_0021
OMZ_1062_10_0.01_0000001_vscat_2__len_109145	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_0035
OMZ_1062_10_0.01_0000001_vscat_2__len_109145	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_0051
OMZ_1062_10_0.01_0000001_vscat_2__len_109145	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_0054
OMZ_1062_10_0.01_0000001_vscat_2__len_109145	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_0060
OMZ_1062_10_0.01_0000001_vscat_2__len_109145	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_0082
OMZ_1062_10_0.01_0000001_vscat_2__len_109145	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_0083
OMZ_1062_10_0.01_0000001_vscat_2__len_109145	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_0084
OMZ_1062_10_0.01_0000001_vscat_2__len_109145	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_0087
OMZ_1062_10_0.03_0000002_vscat_2__len_70801	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_0143
OMZ_1062_10_0.03_0000002_vscat_2__len_70801	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_0253
OMZ_1062_10_0_0000003_vscat_2__len_30893	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_0271
OMZ_1062_10_0.3_0000001_vscat_2__len_141461	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_0315
OMZ_1062_10_0.3_0000001_vscat_2__len_141461	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_0331
OMZ_1062_10_0.3_0000001_vscat_2__len_141461	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_0334
OMZ_1062_10_0.3_0000001_vscat_2__len_141461	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_0340
OMZ_1062_10_0.3_0000001_vscat_2__len_141461	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_0362
OMZ_1062_10_0.3_0000001_vscat_2__len_141461	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_0363
OMZ_1062_10_0.3_0000001_vscat_2__len_141461	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_0364
OMZ_1062_10_0.3_0000001_vscat_2__len_141461	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_0367
OMZ_1062_10_0.3_0000001_vscat_2__len_141461	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_0428
HTVC027P	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_1753
HTVC027P	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_1754
HTVC023P	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_1915
HTVC023P	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_1916
HTVC023P	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_1921
HTVC008M	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_1941
HTVC008M	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_1942
HTVC008M	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_1947
HTVC008M	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_1974
HTVC008M	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_2009
HTVC008M	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_2010
HTVC008M	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_2011
HTVC008M	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_2012
HTVC008M	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_2018
HTVC008M	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_2044
HTVC008M	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_2056
HTVC008M	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_2061
HTVC008M	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_2151
AP013701_AP013701G17	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_5468
AP013767_AP013767G19	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_5571
AP014139_AP014139	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_6414
AP014259_AP014259	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_6586
AP014259_AP014259	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_6587
AP014329_AP014329	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_6753
AP014048_AP014048	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_7793
AP014228_AP014228	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_8011
AP013667_AP013667G16	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_9088
AP013769_AP013769G19	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_9200
AP014221_AP014221	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_10039
AP014223_AP014223	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_10056
AP014328_AP014328	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_10229
AP014328_AP014328	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_10231
AP013624_AP013624G15	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_10288
AP013624_AP013624G15	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_10289
AP014136_AP014136	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_11043
AP014138_AP014138	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_11066
AP014220_AP014220	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_11185
AP014222_AP014222	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_11200
AP014355_AP014355	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_11386
AP014355_AP014355	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_11387
AP014355_AP014355	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_11389
AP014357_AP014357	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_11415
AP014357_AP014357	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_11425
AP014453_AP014453G2	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_12003
AP014161_AP014161	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_13790
AP014207_AP014207	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_13939
AP014229_AP014229	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_14000
AP014229_AP014229	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_14009
AP014296_AP014296	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_14154
AP014330_AP014330	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_14392
AP014086_AP014086	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_15659
AP013397_AP013397	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_17482
AP013398_AP013398	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_17530
AP013398_AP013398	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_17531
AP013398_AP013398	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_17532
AP013398_AP013398	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_17533
AP013398_AP013398	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_17534
AP013398_AP013398	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_17535
AP013398_AP013398	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_17536
AP013398_AP013398	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_17537
AP013398_AP013398	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_17538
AP013398_AP013398	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_17539
AP013398_AP013398	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_17540
AP013398_AP013398	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_17541
AP013398_AP013398	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_17542
AP013398_AP013398	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_17543
AP013398_AP013398	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_17544
AP013398_AP013398	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_17545
AP013398_AP013398	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_17546
AP013398_AP013398	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_17547
AP013398_AP013398	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_17548
AP013398_AP013398	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_17549
AP013468_AP013468	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_19150
AP013468_AP013468	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_19151
AP013468_AP013468	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_19152
AP013468_AP013468	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_19153
AP013468_AP013468	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_19154
AP013468_AP013468	999999s	pelagiphage_reference	99999	99999	99999	No	NA	9999999	999999	99999	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ADYNNLMQ_CDS_19155
