final_kluster	contig	seasonal_pattern	klusters_tree_HC	klusters_tree_TsClust	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	RaFah_host_prediction	peaking	Closer_VC2	Accession_VC2	Status_VC2	VC_VC2	Level_VC2	Weight_VC2	Host_VC2	host_for_tree	BaltimoreGroup	Realm	Kingdom	Phylum	Class	Order	Family	Subfamily	Genus
103s	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__27026bp__000370||full	seasonal	105	103	27023	No	NA	12	6	0	Medium-quality	Genome-fragment	51.64	AAI-based (medium-confidence)	0	1	Flavobacterium	summer	n.a.	n.a.	Outlier	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
103s	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__31944bp__000256||full	seasonal	98	103	31940	No	NA	46	14	1	High-quality	High-quality	91.22	AAI-based (high-confidence)	0	1	Candidatus Pelagibacter	summer	Methylophilales phage MEP301	MW452941	Clustered	VC_56_0	C15	16	Methylophilales	other	Unclassified	Unclassified	n.a.	n.a.	n.a.	n.a.	Unclassified	Unclassified	Unclassified
103s	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__32409bp__000243||full	seasonal	98	103	32407	No	NA	54	13	0	Medium-quality	Genome-fragment	85.82	AAI-based (high-confidence)	0	1	ND	summer	n.a.	n.a.	Overlap (VC_109/VC_160)	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
103s	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__33058bp__000229||full	seasonal	98	103	32469	No	NA	50	16	0	High-quality	High-quality	97.44	AAI-based (high-confidence)	0	1	ND	summer	n.a.	n.a.	Overlap (VC_30/VC_114)	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
103s	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__34740bp__000194||full	seasonal	105	103	34738	No	NA	54	19	1	High-quality	High-quality	90.41	AAI-based (high-confidence)	0	1	ND	summer	n.a.	n.a.	Clustered	VC_29_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
103s	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__44240bp__000103||full	seasonal	98	103	44236	No	NA	62	22	1	Medium-quality	Genome-fragment	76.92	AAI-based (medium-confidence)	0	1	ND	summer	Roseobacter phage CRP-7	MK613349	Clustered	VC_178_0	N3	23	Roseobacter	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Unclassified	O	O
103s	2020-Sep-viral-fraction__viral-spades-short__as-yet-unknown__15118bp__001242||full	seasonal	105	103	15116	No	NA	16	3	1	Medium-quality	Genome-fragment	62.09	AAI-based (high-confidence)	0	1	Pseudomonas	summer	n.a.	n.a.	Clustered	VC_8_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
103s	2020-Sep-viral-fraction__viral-spades-short__as-yet-unknown__33946bp__000191||full	seasonal	98	103	33944	No	NA	53	13	0	Medium-quality	Genome-fragment	89.89	AAI-based (high-confidence)	0	1	ND	summer	n.a.	n.a.	Overlap (VC_109/VC_160)	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
103s	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__34948bp__000226||full	seasonal	105	103	34945	No	NA	44	15	0	Medium-quality	Genome-fragment	61.08	AAI-based (high-confidence)	0	1	Vibrio	summer		MW202675	Clustered	VC_170_0	N117	3		other						n.a.	n.a.	O	O
104s	2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__18570bp__000843||full	seasonal	64	104	18496	No	NA	43	10	0	Medium-quality	Genome-fragment	50.72	AAI-based (high-confidence)	0	1.01	Bacteroides	spring	Methylophilales phage Venkman EXVC282S	MT375522	Outlier	n.a.	N1	15	Methylophilales	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	O	O
104s	2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__27250bp__000345||full	seasonal	64	104	27136	No	NA	36	2	0	Medium-quality	Genome-fragment	54.93	AAI-based (medium-confidence)	0	1	Pseudomonas	spring	n.a.	n.a.	Clustered	VC_71_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
104s	2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__39975bp__000141||full	seasonal	64	104	39973	No	NA	49	9	0	Medium-quality	Genome-fragment	82.67	AAI-based (medium-confidence)	0	1	Roseburia	spring	n.a.	n.a.	Clustered	VC_71_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
104s	2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__43521bp__000121||full	seasonal	64	104	43520	No	NA	72	18	1	Medium-quality	Genome-fragment	61.86	HMM-based (lower-bound)	0	1	ND	spring	Pelagibacter phage HTVC115P	MN698247	Clustered	VC_194_0	N36	18	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	O	O
104s	2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__29151bp__000377||full	seasonal	64	104	29149	No	NA	50	16	0	Medium-quality	Genome-fragment	84.52	AAI-based (high-confidence)	0	1	Salinispora	spring	Pelagibacter phage HTVC034P	MW273922	Clustered	VC_59_0	C5	81	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Unclassified	Unclassified
104s	2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__31753bp__000311||full	seasonal	64	104	31749	No	NA	35	14	0	Medium-quality	Genome-fragment	54.91	AAI-based (high-confidence)	0	1	Streptococcus	spring	n.a.	n.a.	Outlier	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
104s	2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__32238bp__000296||full	seasonal	64	104	32238	No	NA	49	21	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	Bacteroides	spring	n.a.	n.a.	Clustered	VC_127_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
104s	2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__70232bp__000024||full	seasonal	64	104	70176	No	NA	63	20	2	Medium-quality	Genome-fragment	64.14	AAI-based (high-confidence)	0	1	ND	spring	n.a.	n.a.	Clustered	VC_18_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
104s	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__51667bp__000066||full	seasonal	62	104	51664	No	NA	57	12	1	Medium-quality	Genome-fragment	86.86	AAI-based (high-confidence)	0	1	Flavobacterium	spring	n.a.	n.a.	Clustered	VC_12_1	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
104s	2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__51710bp__000062||full	seasonal	64	104	51643	No	NA	55	11	1	Medium-quality	Genome-fragment	78.46	AAI-based (high-confidence)	0	1	Flavobacterium	spring	n.a.	n.a.	Clustered	VC_12_1	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
104s	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__19299bp__000806||full	seasonal	64	104	19009	No	NA	26	7	0	Medium-quality	Genome-fragment	53.83	AAI-based (high-confidence)	0	1	ND	spring		OQ414635	Outlier	n.a.	N3	14		other						n.a.	n.a.	O	O
104s	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__36274bp__000205||full	seasonal	64	104	36270	No	NA	71	21	0	High-quality	High-quality	98.27	AAI-based (high-confidence)	0	1	Comamonas	spring	Pelagibacter phage HTVC106P	MN698244	Clustered	VC_193_0	N18	8	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	O	O
105s	2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__206122bp__000001||full	seasonal	19	105	206120	No	NA	240	70	20	Medium-quality	Genome-fragment	57.78	AAI-based (medium-confidence)	0	1	Candidatus Ruthia	summer	Agrobacterium phage Atu_ph07	MF403008	Clustered/Singleton	VC_353_3	C5	75	Agrobacterium	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	Unclassified	O
105s	2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__32356bp__000224||full	seasonal	62	105	32354	No	NA	50	15	1	Medium-quality	Genome-fragment	54.58	AAI-based (high-confidence)	0	1	Pectobacterium	summer	n.a.	n.a.	Clustered	VC_180_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
105s	2020-Dec-viral-fraction__viral-spades-short__as-yet-unknown__54535bp__000055||full	seasonal	19	105	54534	No	NA	51	17	0	High-quality	High-quality	98.01	AAI-based (medium-confidence)	0	1	Flavobacterium	summer	n.a.	n.a.	Clustered	VC_12_1	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
105s	2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__37708bp__000204||full	seasonal	62	105	37704	No	NA	52	18	1	Medium-quality	Genome-fragment	63.93	AAI-based (high-confidence)	0	1	Pectobacterium	summer	n.a.	n.a.	Clustered	VC_180_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
105s	2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__96271bp__000010||full	seasonal	62	105	96269	No	NA	124	11	5	Medium-quality	Genome-fragment	52.24	AAI-based (medium-confidence)	0	1	ND	summer	uncultured phage	LR756508	Clustered	VC_6_10	N16	26	Unspecified	other	Unclassified	Unclassified	n.a.	n.a.	n.a.	n.a.	Unclassified	O	O
105s	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__24030bp__000473||full	seasonal	62	105	24026	No	NA	31	18	0	Medium-quality	Genome-fragment	52.8	AAI-based (high-confidence)	0	1.01	ND	summer	Roseobacter phage CRP-6	MK613348	Clustered	VC_157_0	C3	52	Roseobacter	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Unclassified	Unclassified	Unclassified
105s	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__30633bp__000284||full	seasonal	62	105	29933	No	NA	32	7	0	Medium-quality	Genome-fragment	61.83	AAI-based (medium-confidence)	0	1	Roseburia	summer	n.a.	n.a.	Clustered	VC_71_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
105s	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__55200bp__000050||full	seasonal	62	105	55197	No	NA	76	28	1	High-quality	High-quality	93.44	AAI-based (high-confidence)	0	1	Vibrio	summer		MW574966	Clustered	VC_168_0	N80	9		other						n.a.	n.a.	O	O
105s	2021-Apr-viral-fraction__viral-spades-short__as-yet-unknown__31464bp__000264||full	seasonal	62	105	31264	No	NA	40	5	1	Medium-quality	Genome-fragment	63.77	AAI-based (high-confidence)	0	1	ND	summer	n.a.	n.a.	Clustered	VC_71_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
105s	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__48162bp__000088||full	seasonal	19	105	48161	No	NA	63	8	0	High-quality	High-quality	99.25	AAI-based (medium-confidence)	0	1	Roseburia	summer	n.a.	n.a.	Clustered	VC_71_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
105s	2021-Jan-viral-fraction__viral-spades-short__as-yet-unknown__64722bp__000031||full	seasonal	62	105	64719	No	NA	66	10	2	Medium-quality	Genome-fragment	60.51	AAI-based (high-confidence)	0	1	Kangiella	summer	Flavobacterium phage vB_FspM_immuto_3-5A	MW353176	Overlap (VC_7/VC_12)	n.a.	N25	39	Flavobacterium	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	O	O
105s	2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__30912bp__000250||full	seasonal	62	105	30910	No	NA	38	8	0	Medium-quality	Genome-fragment	52.55	AAI-based (high-confidence)	0	1	Methylocaldum	summer	n.a.	n.a.	Overlap (VC_168/VC_177)	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
105s	2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__37769bp__000152||full	seasonal	62	105	37726	No	NA	60	14	1	Medium-quality	Genome-fragment	63.77	AAI-based (high-confidence)	0	1	Pectobacterium	summer	n.a.	n.a.	Clustered	VC_180_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__136975bp__000006||full	seasonal	107	106	136971	No	NA	154	16	11	High-quality	High-quality	90.39	AAI-based (medium-confidence)	0	1	ND	spring	n.a.	n.a.	Clustered/Singleton	VC_1_3	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__152974bp__000005||full	seasonal	107	106	152781	No	NA	193	13	14	High-quality	High-quality	98.6	AAI-based (high-confidence)	0	1	Candidatus Pelagibacter	spring	n.a.	n.a.	Clustered/Singleton	VC_1_4	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__15672bp__001643||full	seasonal	107	106	15670	No	NA	14	1	0	Medium-quality	Genome-fragment	53.23	AAI-based (high-confidence)	0	1	Pseudomonas	spring	n.a.	n.a.	Clustered	VC_221_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__17164bp__001370||full	seasonal	107	106	17099	No	NA	18	9	0	Medium-quality	Genome-fragment	52.78	AAI-based (medium-confidence)	0	1	ND	spring	Sinorhizobium phage phi3LM21	MF614628	Clustered	VC_28_0	N32	3	Sinorhizobium	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	O	O
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__18590bp__001162||full	seasonal	107	106	18441	No	NA	17	2	0	Medium-quality	Genome-fragment	74.73	AAI-based (medium-confidence)	0	1	Pseudomonas	spring	n.a.	n.a.	Clustered	VC_10_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__19732bp__001039||full	seasonal	107	106	19729	No	NA	24	9	0	Medium-quality	Genome-fragment	56.72	AAI-based (high-confidence)	0	1	ND	spring		MW202489	Clustered	VC_196_0	N9	9		other						n.a.	n.a.	O	O
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__22091bp__000803||full	seasonal	107	106	22089	No	NA	13	1	0	Medium-quality	Genome-fragment	51.26	AAI-based (medium-confidence)	0	1	Pseudomonas	spring	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__22119bp__000801||full	seasonal	107	106	22117	No	NA	37	7	0	Medium-quality	Genome-fragment	73.05	AAI-based (medium-confidence)	0	1	Bacteroides	spring	n.a.	n.a.	Clustered	VC_19_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__22824bp__000746||full	seasonal	107	106	22822	No	NA	33	7	0	Medium-quality	Genome-fragment	73.32	AAI-based (medium-confidence)	0	1	Bacteroides	spring	n.a.	n.a.	Clustered	VC_68_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__24644bp__000630||full	seasonal	60	106	24642	No	NA	17	2	0	Medium-quality	Genome-fragment	53.68	AAI-based (high-confidence)	0	1	Pseudomonas	spring	n.a.	n.a.	Outlier	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__25392bp__000590||full	seasonal	107	106	25273	No	NA	40	11	0	Medium-quality	Genome-fragment	84.2	AAI-based (high-confidence)	0	1	Bacteroides	spring	n.a.	n.a.	Clustered	VC_19_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__25755bp__000562||full	seasonal	107	106	25754	No	NA	30	13	0	Medium-quality	Genome-fragment	64.19	AAI-based (medium-confidence)	0	1	ND	spring		AP013544	Outlier	n.a.	N2	30		other						n.a.	n.a.	O	O
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__259671bp__000001||full	seasonal	60	106	259426	No	NA	280	19	6	Medium-quality	Genome-fragment	58.89	AAI-based (medium-confidence)	0	1	ND	spring	uncultured phage	LR745208	Clustered/Singleton	VC_16_0	C1	123	Unspecified	other	Unclassified	Unclassified	n.a.	n.a.	n.a.	n.a.	Unclassified	Unclassified	O
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__28546bp__000454||full	seasonal	107	106	28543	No	NA	33	16	0	Medium-quality	Genome-fragment	73.48	AAI-based (high-confidence)	0	1	ND	spring	Pelagibacter phage HTVC028P	MW273921	Clustered	VC_37_0	C48	2	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Unclassified	Unclassified
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__29283bp__000433||full	seasonal	107	106	29283	No	NA	27	1	1	Medium-quality	Genome-fragment	52.08	AAI-based (high-confidence)	0	1	Bacteroides	spring	n.a.	n.a.	Outlier	n.a.	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__30202bp__000407||full	seasonal	107	106	29825	No	NA	34	11	0	Medium-quality	Genome-fragment	71.09	AAI-based (high-confidence)	0	1	Candidatus Pelagibacter	spring		OQ414636	Outlier	n.a.	N8	10		other						n.a.	n.a.	O	O
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__31680bp__000364||full	seasonal	107	106	31679	No	NA	24	10	0	Medium-quality	Genome-fragment	53.69	AAI-based (high-confidence)	0	1	Roseburia	spring		OL774570	Clustered	VC_46_0	N8	14		other						n.a.	n.a.	O	O
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__34553bp__000295||full	seasonal	107	106	34473	No	NA	48	14	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1.01	ND	spring	n.a.	n.a.	Outlier	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__35579bp__000271||full	seasonal	107	106	35577	No	NA	46	17	0	Medium-quality	Genome-fragment	70.77	AAI-based (medium-confidence)	0	1	ND	spring	Arthrobacter phage Laroye	KU160654	Clustered	VC_498_0	N2	5	Arthrobacter	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	O	O
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__35600bp__000270||full	seasonal	107	106	35152	No	NA	47	6	0	High-quality	High-quality	91.55	AAI-based (medium-confidence)	0	1	Cellulophaga	spring	n.a.	n.a.	Overlap (VC_325/VC_326)	n.a.	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__36005bp__000262||full	seasonal	107	106	36002	No	NA	55	10	0	High-quality	High-quality	94.09	AAI-based (high-confidence)	0	1	Veillonella	spring		MW202803	Clustered	VC_365_0	C6	18		other						n.a.	n.a.		n.a.
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__36427bp__000254||full	seasonal	107	106	36425	No	NA	46	12	0	Medium-quality	Genome-fragment	61.77	AAI-based (high-confidence)	0	1	Bacteroides	spring	n.a.	n.a.	Clustered	VC_397_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__36944bp__000242||full	seasonal	107	106	36941	Yes	33347	52	13	5	Medium-quality	Genome-fragment	89.46	AAI-based (medium-confidence)	9.73	1	ND	spring	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__37230bp__000237||full	seasonal	107	106	37227	No	NA	49	19	1	Medium-quality	Genome-fragment	75.47	AAI-based (medium-confidence)	0	1	ND	spring	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__38457bp__000216||full	seasonal	107	106	38226	No	NA	50	15	0	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	Pseudomonas	spring	n.a.	n.a.	Clustered	VC_110_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__40809bp__000185||full	seasonal	107	106	40773	No	NA	53	21	1	Medium-quality	Genome-fragment	70.24	AAI-based (high-confidence)	0	1.01	Vibrio	spring		MW202675	Clustered	VC_176_0	N93	2		other						n.a.	n.a.	O	O
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__41880bp__000170||full	seasonal	107	106	41878	No	NA	62	17	2	Complete	High-quality	100	DTR (high-confidence)	0	1.01	ND	spring		MW202512	Clustered	VC_218_0	C2	5		other						n.a.	n.a.		n.a.
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__43532bp__000152||full	seasonal	107	106	43339	No	NA	56	9	0	Medium-quality	Genome-fragment	69.46	AAI-based (high-confidence)	0	1	ND	spring	n.a.	n.a.	Clustered	VC_261_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__46065bp__000124||full	seasonal	107	106	45930	No	NA	39	6	0	Medium-quality	Genome-fragment	75.94	AAI-based (high-confidence)	0	1	ND	spring	n.a.	n.a.	Clustered	VC_328_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__47762bp__000112||full	seasonal	107	106	47760	No	NA	65	8	1	High-quality	High-quality	99.99	AAI-based (high-confidence)	0	1	Roseburia	spring	n.a.	n.a.	Clustered	VC_253_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__53356bp__000078||full	seasonal	107	106	53353	No	NA	59	10	2	Medium-quality	Genome-fragment	82.6	AAI-based (high-confidence)	0	1	Prevotella	spring	n.a.	n.a.	Clustered	VC_142_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__76569bp__000025||full	seasonal	107	106	76566	No	NA	71	1	11	Medium-quality	Genome-fragment	61.58	AAI-based (medium-confidence)	0	1	ND	spring	Marine virus AG-345-F15	MH319752	Outlier	n.a.	N30	1	Unspecified	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	O	O
106s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__78954bp__000022||full	seasonal	60	106	78953	No	NA	68	5	1	Medium-quality	Genome-fragment	66.88	AAI-based (medium-confidence)	0	1	Prevotella	spring	n.a.	n.a.	Clustered	VC_352_1	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
107s	2020-Nov-viral-fraction__viral-spades-short__as-yet-unknown__22003bp__000704||full	seasonal	98	107	21950	No	NA	24	4	1	Medium-quality	Genome-fragment	89.55	AAI-based (medium-confidence)	0	1	Pseudomonas	spring	n.a.	n.a.	Clustered	VC_8_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
107s	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__18028bp__000921||full	seasonal	81	107	18028	No	NA	23	9	1	Medium-quality	Genome-fragment	53.04	AAI-based (high-confidence)	0	1	Candidatus Pelagibacter	spring	n.a.	n.a.	Clustered	VC_366_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
107s	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__18300bp__000885||full	seasonal	98	107	18175	No	NA	19	12	0	Medium-quality	Genome-fragment	57.74	AAI-based (medium-confidence)	0	1	ND	spring	Pelagibacter phage HTVC112P	MN698246	Overlap (VC_27/VC_28)	n.a.	N19	12	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	O	O
107s	2020-Oct-viral-fraction__viral-spades-short__as-yet-unknown__33300bp__000221||full	seasonal	98	107	33298	No	NA	34	13	1	Medium-quality	Genome-fragment	60.81	AAI-based (high-confidence)	0	1	ND	spring	Roseobacter phage CRP-1	MK613343	Clustered	VC_154_0	C1	88	Roseobacter	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Unclassified	Unclassified
